Simga,Rajim,Rampur,Andhiyarkhore,Ghatora,Bamnidhi,Kurubhata,Kelo,Sundargarh,Paramanpur,Basantpur,Hirakud,Mean_areal_rainfall_upper
451.223,77.15,53.624,22.897,0.0,170.913,72.999,211.876,268.08,108.591,1273.925,2038.93,16.44188291139239
300.0,74.0,82.0,9.95,0.0,140.0,68.0,60.0,225.0,95.0,1311.0,2491.91,10.250110126582275
242.812,93.328,91.571,17.68,0.0,253.817,71.685,35.524,543.627,88.308,1635.929,2173.7,8.49980126582279
240.156,106.726,91.297,9.02,0.0,214.806,67.598,26.323,360.471,74.274,1276.037,2503.54,1.8985873417721517
225.571,64.711,58.181,6.32,0.0,85.665,59.598,13.223,227.991,41.496,1032.102,1903.64,5.366432278481012
175.097,43.803,55.031,8.822,0.0,105.195,61.743,30.971,227.181,86.191,875.585,1529.22,8.842470886075954
153.605,129.642,56.616,9.202,0.0,208.199,524.195,174.928,355.875,87.799,960.332,1425.54,24.59240759493671
237.963,145.149,52.763,17.503,0.0,191.313,447.492,55.807,700.253,139.406,948.914,2057.93,3.404976582278481
180.0,250.0,57.0,18.1,0.0,105.0,132.0,29.0,430.0,85.44,964.0,2612.46,2.0085784810126586
151.165,74.181,85.998,38.0,0.0,117.122,123.397,345.938,409.045,369.364,1056.433,1929.19,29.79790253164558
513.998,3819.468,110.063,26.348,0.0,127.931,128.082,70.0,364.427,161.228,1428.302,2433.76,30.4963911392405
3059.895,2700.0,419.448,10.935,0.0,117.692,92.3,78.504,244.902,131.002,5506.986,2625.32,11.353461392405071
4000.244,748.646,202.227,7.963,0.0,101.872,127.52,62.581,250.622,101.096,7248.572,4358.11,2.81501012658228
2947.272,611.188,104.713,42.77,0.0,110.705,132.449,58.453,269.042,92.197,5980.009,7384.64,2.283322151898735
592.007,400.86,112.831,22.364,0.0,137.65,99.709,67.892,344.668,89.684,3674.173,6671.82,11.615895569620248
400.0,495.0,100.0,9.6,0.0,300.0,88.0,82.5,650.0,352.2,3464.0,5587.31,15.802414556962015
494.642,649.208,129.823,6.456,11.55,268.901,88.694,49.764,374.427,458.134,2655.767,5189.47,18.4755829113924
496.345,676.67,143.484,4.738,10.468,182.874,102.282,37.803,441.245,412.536,2647.007,4316.19,10.89764113924051
500.0,510.0,140.0,4.95,7.535,120.0,78.0,30.0,500.0,280.4,2566.0,3758.86,1.1159626582278481
449.151,366.053,112.698,1.825,6.404,82.853,216.08,63.549,323.181,121.688,1934.189,3160.46,2.247501898734177
236.115,210.096,77.109,1.369,7.798,82.275,147.583,24.466,252.698,87.229,1712.26,2732.46,0.9722848101265823
200.752,141.161,36.126,0.85,5.995,69.635,71.415,13.758,176.351,72.713,1118.704,2016.21,0.1594860759493671
160.0,70.0,25.0,1.205,60.555,82.0,65.0,10.5,120.0,70.21,791.7,1543.24,3.9620778481012664
144.621,87.252,32.428,0.777,160.0,73.944,103.046,24.239,653.381,836.187,768.449,1856.38,38.26230379746835
189.997,491.486,135.909,2.46,73.297,1379.173,603.544,321.912,551.569,767.965,2269.578,6516.06,33.85285253164556
792.495,327.371,303.866,5.195,51.796,560.981,304.0,86.521,440.736,295.865,4969.633,5291.85,4.605348101265824
546.857,201.544,162.364,3.598,37.589,231.338,181.541,57.69,283.83,267.018,3412.615,5790.96,1.5692594936708864
487.73,131.893,336.815,5.339,31.585,179.874,146.052,41.261,306.438,222.924,2567.821,4427.52,15.931599367088614
761.163,150.36,152.861,6.462,37.025,183.827,273.495,103.812,254.38,249.281,3471.646,3633.71,9.137704430379749
500.0,150.0,105.0,9.952,40.954,105.0,156.0,35.0,319.0,162.8,2640.0,3934.64,3.3621493670886076
509.714,157.573,92.969,9.147,85.0,130.99,135.681,29.091,376.135,119.52,2016.868,3254.42,5.533970253164558
831.218,261.254,210.027,23.9,58.88,312.667,245.541,90.381,426.326,495.25,3495.775,3101.83,13.097100000000001
662.448,466.573,125.4,16.69,55.038,175.034,212.965,32.58,381.404,141.282,2940.189,4116.09,2.738556962025317
539.049,266.213,192.427,6.924,45.282,111.585,170.206,28.387,346.642,102.436,2597.74,3544.84,5.606008860759493
481.072,532.164,205.969,27.528,27.956,97.144,112.474,39.264,255.526,90.809,2219.432,2846.3,3.822818354430377
419.96,366.679,193.925,24.795,24.242,181.958,99.818,36.272,383.681,158.234,2142.391,2729.37,8.0627917721519
520.0,440.0,135.0,23.5,21.261,150.0,100.0,25.8,471.0,148.2,2120.0,2550.13,5.568522784810128
538.915,557.856,97.586,24.118,21.11,109.731,156.066,13.389,441.097,134.104,2023.101,2821.1,8.808039240506329
800.0,800.0,125.0,55.5,18.418,185.0,97.0,12.0,304.692,193.755,1983.0,2481.96,8.327268354430378
627.916,578.484,202.133,19.593,20.704,367.415,637.383,83.902,595.755,242.941,3411.067,2723.59,9.66739493670886
883.486,625.507,148.658,120.0,21.987,292.887,508.881,284.837,890.0,678.311,2822.592,4726.44,28.673459493670894
1375.157,603.195,295.146,56.512,55.705,176.298,287.116,87.876,549.134,405.202,4722.712,5625.74,8.923228481012657
1197.225,525.679,216.529,48.951,50.394,248.164,348.281,51.567,471.612,364.863,4582.9,5560.15,7.188493670886074
750.0,445.0,230.0,48.0,54.722,240.0,225.0,40.0,500.0,370.2,4463.0,5723.13,12.220048734177215
1136.547,536.089,198.128,60.172,52.11,310.501,287.484,133.503,524.435,185.896,4172.19,5116.66,16.291054430379752
1027.171,527.678,259.423,80.043,55.615,330.51,148.59,59.045,910.102,156.827,4881.62,5355.2,3.9017968354430383
666.897,404.164,186.929,60.589,59.87,224.893,140.875,32.495,408.67,146.757,3711.76,5552.45,2.856943037974684
487.099,202.728,123.003,47.157,38.394,117.037,130.315,29.791,334.509,145.894,2535.829,3983.24,3.9090525316455706
330.889,121.329,70.199,24.911,51.085,88.721,113.563,32.01,222.328,127.637,1874.111,3308.17,6.680740506329111
279.179,706.688,73.224,17.917,48.2,87.73,95.202,21.145,162.905,238.061,1341.044,2309.07,7.551550632911395
279.0,390.0,65.0,19.55,94.05,85.0,90.0,46.0,158.0,128.4,1280.0,1919.39,4.281420886075951
311.001,206.909,75.828,13.687,80.64,84.439,79.111,24.979,283.111,111.313,1398.534,1623.67,1.2736101265822788
327.53,176.876,83.139,18.77,57.78,80.725,91.304,21.382,251.457,75.657,1112.865,1784.95,1.4105727848101266
252.679,141.96,44.215,15.993,57.138,71.878,84.083,19.667,201.737,64.446,1063.421,1491.93,2.0675987341772157
165.758,89.027,53.445,23.024,42.476,88.299,127.104,13.739,234.759,106.721,918.689,1356.13,7.041965189873418
228.674,90.975,40.991,20.556,48.385,88.834,172.764,13.578,280.745,78.396,904.847,1330.59,5.924506329113924
223.395,198.372,35.761,18.266,56.121,85.643,148.265,13.056,177.089,67.071,870.584,1400.79,7.525010126582276
230.0,200.0,35.0,20.0,50.483,80.0,90.0,13.0,160.0,78.4,912.0,1635.48,12.139044936708865
246.336,708.296,91.37,8.166,47.86,97.481,155.333,28.989,147.686,1341.442,1383.026,3123.67,28.341167721518968
432.878,648.723,332.506,11.365,45.108,134.724,119.263,28.427,193.527,680.789,2761.746,4254.43,7.9254132911392405
484.015,596.637,267.486,11.195,38.573,170.154,141.63,91.767,337.373,550.119,2780.762,4452.61,8.877505696202533
503.953,240.857,258.94,70.527,37.84,249.658,590.73,68.517,463.764,752.103,2274.706,4412.17,15.083443037974687
548.894,454.897,445.136,47.564,33.334,163.854,325.157,56.976,572.629,246.346,3898.713,4541.56,5.807391772151899
453.431,256.829,286.132,28.314,28.739,316.659,532.677,67.521,744.967,256.678,3182.36,5047.98,7.139891772151897
340.0,220.0,155.0,205.214,22.898,150.0,340.0,46.0,480.0,238.8,2500.0,4738.96,3.186845569620254
0.7,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,12.0,0.0,0.8497626582278478
0.698,0.0,0.0,0.0,0.0,9.216,0.0,0.0,0.0,0.0,9.336,16.2274,0.16515379746835449
0.627,0.0,0.0,0.0,0.0,8.27,0.0,0.0,0.0,0.0,8.659,30.8405,0.38275759493670886
0.582,0.0,0.0,0.0,0.0,8.232,0.0,0.0,0.0,0.0,7.657,19.8806,1.5909082278481017
0.683,0.0,0.0,0.0,0.0,9.066,0.0,0.0,0.0,0.0,8.572,59.2171,1.5455550632911395
0.661,0.0,0.0,0.0,0.0,21.208,0.0,0.0,0.0,0.0,14.397,0.0,2.2698082278481007
0.653,8.245,0.0,0.0,0.0,17.379,0.0,0.0,0.0,0.0,12.152,102.207,2.971736075949369
0.6,5.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,15.0,90.0859,7.392772151898737
1.107,6.229,0.0,0.0,0.0,15.253,5.955,0.0,0.0,0.0,16.213,77.5968,12.256647468354432
1.148,76.122,0.0,0.0,0.0,15.578,6.451,0.0,6.139,0.0,15.226,0.0,11.94278037974683
1.12,41.268,0.0,0.0,0.0,18.165,14.091,0.0,37.534,0.0,26.233,225.682,11.966234177215188
1.647,32.372,0.0,0.0,0.0,17.284,23.21,0.0,38.702,0.0,27.488,80.004,4.766567721518987
1.625,45.404,0.0,0.0,0.0,18.223,18.338,0.0,40.544,0.0,25.406,0.0,2.1625145569620265
19.183,33.763,0.0,0.0,0.0,34.012,18.338,0.0,24.526,0.0,39.589,204.074,3.5705848101265825
21.6,12.0,0.0,0.0,0.0,37.0,18.0,0.0,20.0,0.0,90.0,237.803,7.404870886075946
21.439,6.776,0.0,1.842,0.0,39.825,16.441,0.0,70.5,0.0,38.725,88.6133,15.176344936708862
18.449,5.241,0.0,2.129,0.0,38.652,18.399,0.0,77.954,0.0,87.921,210.021,7.6392044303797455
18.682,4.783,0.0,1.7,0.0,33.435,18.906,0.0,75.912,0.0,93.255,309.453,19.708253164556975
16.545,3.361,0.0,0.502,0.0,36.896,21.115,0.0,113.647,116.305,107.36,254.54,7.176246835443039
10.844,3.093,0.0,1.69,0.0,35.688,25.943,0.0,83.287,42.936,103.753,367.65,1.0638240506329117
10.56,3.068,0.0,0.309,0.0,31.132,23.783,0.0,51.499,25.21,98.123,399.878,2.4909968354430374
10.5,1.6,0.0,1.5,0.0,30.0,20.0,0.0,36.0,20.0,80.0,327.974,8.994295569620256
9.305,0.974,1.33,0.608,0.0,40.897,16.069,0.0,26.467,17.309,111.495,362.892,9.176642405063294
9.189,1.029,6.548,0.563,0.0,45.419,77.642,7.746,87.675,16.361,112.01,201.072,13.11665253164557
8.066,4.649,12.946,0.573,0.0,54.252,65.837,7.179,121.095,103.522,134.671,531.283,9.16518797468354
9.835,3.685,8.131,7.548,0.0,51.808,73.894,6.803,121.524,42.199,149.938,554.506,14.245885443037984
9.019,24.131,6.229,6.649,0.0,54.877,79.755,34.174,90.215,100.0,126.291,318.09,15.689812025316463
7.504,49.92,6.082,5.691,0.0,52.83,78.468,98.845,220.0,108.212,185.265,656.684,28.422480379746826
14.0,140.0,4.0,43.0,0.0,150.0,75.0,65.0,230.0,200.0,330.0,694.859,25.430603164556963
13.769,114.504,7.164,12.444,0.0,279.7,166.08,39.109,201.353,123.409,883.166,1281.9,16.851838607594935
46.342,61.664,11.511,12.187,0.0,124.545,936.203,57.751,1150.0,199.795,790.127,1816.16,10.905238607594935
51.14,45.837,6.346,6.643,0.0,146.719,439.95,100.0,420.35,134.568,439.764,3008.83,4.761793037974684
54.71,38.334,4.755,5.433,0.0,87.605,175.413,50.784,283.33,89.513,351.267,2096.1,1.6518322784810124
36.855,34.814,3.375,4.577,0.0,52.352,137.853,24.454,217.0,60.0,324.08,1315.24,1.3415993670886082
39.604,32.741,2.982,0.912,0.0,47.015,85.386,18.321,196.334,67.068,285.818,1022.89,4.107810126582279
30.0,31.5,2.8,0.92,0.0,70.0,98.0,15.0,180.0,125.0,280.0,820.147,19.574360759493672
29.277,30.478,6.688,5.195,0.0,87.563,248.19,133.184,650.0,389.438,309.419,1164.63,17.380621518987336
28.291,32.664,5.28,0.954,0.0,78.322,151.931,46.411,407.165,303.224,336.451,2196.67,11.724024683544298
39.624,35.84,4.666,1.015,0.0,167.253,176.319,177.858,520.695,846.588,352.643,2544.16,29.135337341772143
77.063,36.407,47.0,14.369,0.0,97.846,187.882,137.392,680.0,453.17,558.366,3447.34,27.855268354430375
53.991,37.85,54.92,7.574,0.0,116.369,129.505,53.0,509.504,210.266,988.63,3121.86,4.474857594936708
44.279,39.128,31.27,5.807,0.0,92.984,121.024,31.876,282.446,132.766,677.061,2063.74,2.6021810126582277
34.0,52.0,12.0,5.9,0.0,90.0,60.5,24.0,200.0,90.0,460.0,1647.63,1.4621120253164557
34.527,35.383,7.133,4.521,0.0,54.759,42.175,26.101,148.708,94.111,342.98,1004.09,2.504513924050633
29.024,23.102,7.219,0.924,0.0,48.084,43.685,18.332,146.497,75.548,342.98,963.22,7.635329113924054
30.521,21.828,4.697,0.944,0.0,45.875,54.964,19.087,623.719,239.402,250.037,1062.4,7.483228481012662
32.287,19.915,9.168,0.903,0.0,68.962,171.961,59.512,556.179,197.271,245.467,1506.48,16.314351898734177
29.379,19.676,12.848,0.451,0.0,83.751,94.742,25.279,355.844,107.084,252.581,1521.92,2.42085759493671
25.626,18.559,9.713,0.447,0.0,72.75,84.595,26.313,275.9,223.613,249.582,1190.63,6.142777215189874
25.0,20.0,4.85,0.44,0.0,60.0,85.5,51.0,415.0,205.0,248.0,1108.33,8.506424050632909
21.979,14.543,7.26,0.457,0.0,57.538,134.062,24.748,292.531,130.208,236.5,1436.22,11.493339240506327
17.726,14.433,9.618,0.488,0.0,95.197,86.639,18.573,207.261,86.958,288.404,1183.27,9.114581012658228
22.703,15.129,5.641,0.337,0.0,76.011,54.705,30.105,159.088,57.391,285.902,977.72,11.433426582278477
27.165,32.081,5.702,0.467,0.0,162.563,94.557,83.339,385.367,108.98,367.256,1053.79,12.521675949367086
25.116,58.32,7.827,0.437,0.0,296.771,256.246,271.165,652.431,86.075,584.492,1422.15,9.444669620253167
21.657,52.752,8.007,0.396,0.0,181.273,220.568,85.0,524.811,68.353,631.055,2265.52,7.468947468354434
25.0,33.0,8.0,0.65,0.0,165.0,152.0,50.0,450.0,199.8,440.0,2483.83,18.817242405063286
33.251,39.926,9.42,0.672,0.0,371.962,207.183,111.108,313.937,203.002,642.666,2453.67,14.544011392405062
35.554,55.2,10.952,14.593,0.0,216.73,131.043,47.914,209.244,152.938,684.425,2462.34,11.54736075949367
44.397,114.008,84.918,6.706,0.0,142.376,99.135,48.126,135.23,101.108,684.725,1763.63,12.13274430379747
99.541,87.99,86.327,3.524,0.0,100.058,91.199,31.839,132.681,93.952,755.73,1523.93,7.969273417721522
130.74,1150.937,70.792,7.852,0.0,102.947,137.302,43.743,170.267,107.111,806.774,1498.13,24.58281898734177
301.049,576.147,86.067,15.813,0.0,155.718,137.446,25.228,267.371,66.56,2363.383,1632.51,6.950323417721513
550.0,200.0,75.0,40.0,0.0,70.0,94.5,25.22,220.0,100.0,1630.0,2097.32,4.62487341772152
204.127,131.907,30.577,45.47,0.0,76.027,76.932,18.123,177.28,74.084,1530.384,2355.29,7.5691734177215135
176.651,111.736,20.628,28.596,0.0,73.039,75.032,16.008,116.49,55.981,1074.585,2100.15,5.5158037974683545
140.528,102.129,19.23,27.019,0.0,61.813,51.292,14.498,88.041,47.59,833.955,1585.92,10.733622151898732
130.903,93.834,70.28,13.77,0.0,65.826,162.121,37.285,168.961,207.795,781.645,1788.95,24.46893101265824
338.86,100.828,74.214,7.012,0.0,202.022,156.608,114.754,335.082,382.893,956.442,2572.33,18.68416202531645
238.103,645.983,86.841,3.911,0.0,120.151,99.631,64.08,300.764,473.738,1400.272,4094.68,18.921267088607603
220.0,900.0,115.0,2.4,285.306,180.0,100.0,50.0,250.0,270.0,1295.0,3401.29,20.56776392405064
229.506,2004.265,700.0,5.081,130.2,203.843,910.761,695.547,241.094,545.656,2254.942,3271.84,30.022011392405062
653.019,718.947,308.06,4.498,116.961,400.28,236.805,120.107,303.964,251.121,4157.0,5868.36,4.730353797468355
497.325,416.557,182.12,0.912,62.327,245.039,153.375,55.763,196.001,157.676,2966.29,6002.48,2.6224892405063285
277.117,180.439,97.58,0.789,52.108,162.532,95.425,43.743,255.873,179.46,1626.2,3975.19,8.025001898734176
230.0,140.0,80.0,0.8,32.385,120.0,350.0,2013.739,650.0,460.0,1368.0,3135.25,24.596291772151908
164.715,112.445,81.051,7.7,26.88,390.304,968.456,603.214,1346.182,315.1,1444.869,8688.32,25.860039873417715
140.0,113.0,100.0,12.0,22.08,375.0,1056.0,400.0,750.0,180.0,1769.0,6614.39,13.832940506329114
171.021,138.504,109.508,33.436,19.84,298.842,658.043,193.016,587.025,148.251,1723.485,5025.38,9.05369873417722
482.4,200.17,171.67,9.201,19.547,223.458,267.243,95.522,444.21,121.202,1824.115,3900.97,5.0077664556962045
335.426,127.804,111.417,5.323,17.952,265.884,489.77,116.228,896.971,235.04,2065.807,3681.06,24.127768354430394
238.214,111.206,98.199,3.513,26.217,450.792,937.378,168.033,1000.0,305.421,2051.51,6411.31,8.924080379746833
158.696,171.83,117.909,2.602,68.455,297.342,618.055,109.625,402.93,382.89,1611.481,7047.43,14.139898734177223
120.18,96.989,124.066,1.889,46.625,263.308,452.764,59.976,360.264,257.637,1637.468,5685.52,7.491824683544302
105.2,115.0,98.0,2.0,58.974,220.0,402.0,100.0,280.0,310.0,1300.0,4378.27,6.321706962025315
102.459,210.97,121.683,4.486,52.18,179.465,440.766,72.403,351.553,161.6,1035.681,3250.06,9.141047468354431
110.761,196.141,124.806,2.613,14.319,185.491,180.086,41.953,312.663,114.369,945.126,2394.17,4.1739183544303815
126.873,133.991,113.245,22.92,15.247,118.551,173.992,56.139,203.058,73.365,954.764,1906.11,1.550877848101266
132.452,125.793,81.394,3.419,11.999,117.052,98.332,30.939,169.884,65.244,886.144,1761.7,0.7032348101265825
103.482,65.138,18.181,3.323,18.17,98.767,73.406,25.524,140.362,57.906,819.726,1372.87,2.4113056962025317
107.49,60.417,18.179,2.625,49.489,73.158,92.559,21.098,132.427,54.211,751.4,1340.33,0.6992303797468354
100.0,100.0,8.0,4.0,14.0,80.0,99.0,28.0,120.0,150.0,738.0,1206.43,8.297360759493671
160.932,120.362,46.175,1.899,40.0,93.15,236.715,33.313,176.235,73.061,716.051,1210.48,7.190753164556963
195.771,200.325,52.266,2.152,16.484,98.339,389.506,155.423,295.832,67.345,747.055,1259.7,13.726654430379748
190.0,205.0,49.881,2.1,53.169,160.0,238.0,47.0,250.528,105.743,907.0,1586.06,6.910714556962023
124.765,207.269,117.612,6.562,134.266,102.222,140.915,32.131,212.912,95.08,1159.199,1832.19,5.926668987341768
121.449,467.943,171.141,2.822,109.8,79.936,123.254,23.425,204.128,69.693,1150.675,1788.92,4.46675
101.018,166.225,141.654,1.738,83.678,63.653,80.189,18.924,234.585,47.485,981.208,1562.36,3.5269221518987357
100.0,140.0,58.0,4.0,84.948,60.0,76.0,18.0,170.0,50.0,950.0,1452.33,3.297094936708861
105.413,107.115,52.308,6.548,78.2,87.789,71.198,19.903,168.999,53.819,773.784,1345.4,3.6365981012658226
169.041,149.632,45.919,4.241,123.435,74.767,68.085,17.779,132.086,46.609,725.889,1081.03,8.170221518987338
222.266,94.121,37.38,2.771,78.351,77.495,88.45,13.243,96.7,58.154,704.083,1043.71,16.425863924050635
199.651,219.193,37.797,2.723,87.278,74.798,77.252,12.294,96.942,65.394,820.479,926.234,3.3585544303797463
225.67,119.403,24.032,2.305,54.953,92.341,66.128,11.635,78.957,62.81,850.555,1020.06,1.3313006329113923
243.392,56.651,24.15,2.036,41.893,92.353,61.494,10.568,74.912,50.411,883.784,983.27,4.527476582278478
200.0,52.0,24.0,2.0,38.821,75.0,66.0,10.55,75.0,46.0,802.0,961.351,6.2167278481012636
191.043,53.154,63.869,2.148,39.54,63.681,47.499,10.615,70.98,150.616,762.908,1016.97,8.601989873417729
155.712,53.072,66.803,2.27,34.841,66.352,60.904,48.534,145.626,144.667,708.098,1394.59,15.39611392405063
200.461,2401.355,173.884,2.712,27.591,68.721,61.322,23.706,105.048,206.596,838.307,1477.77,25.37646645569621
245.498,4770.888,547.0,6.165,14.869,100.829,223.431,562.261,380.164,3624.551,3947.31,5196.04,69.87594936708857
1756.554,4310.086,3380.0,99.294,27.696,752.931,1544.924,459.852,926.504,555.04,10600.537,11341.9,49.0697759493671
2976.652,1158.124,1200.0,85.358,41.401,700.0,896.602,132.402,624.021,288.49,16826.727,15903.4,1.1906696202531646
2200.0,700.0,375.0,52.0,62.867,250.0,494.0,63.0,320.0,200.0,6200.0,18169.1,1.229677215189873
936.905,1140.121,178.638,27.383,35.0,164.459,190.543,33.063,214.248,182.499,3888.887,8532.93,4.8620759493670915
373.181,1002.675,136.465,32.072,59.315,114.941,166.094,44.09,220.198,211.76,2293.94,4787.61,8.25993481012658
305.002,469.465,144.785,14.274,147.055,106.03,150.533,32.397,174.502,172.886,2415.605,3334.14,0.38445632911392397
245.235,280.125,116.988,6.308,59.182,77.722,76.897,27.263,144.548,130.125,1645.01,2688.76,0.8217177215189874
223.682,210.192,70.228,5.315,50.904,62.654,74.248,23.363,128.303,78.11,1214.382,1809.68,0.014834177215189873
181.262,142.187,67.626,3.469,54.27,63.163,67.085,19.718,69.885,65.226,1010.509,1437.38,0.0
102.0,150.0,50.0,3.0,61.026,63.17,68.0,17.8,65.0,60.0,827.0,1184.71,0.0
102.298,112.847,27.562,2.37,64.58,57.805,51.498,15.881,62.898,51.141,585.209,934.787,0.7155455696202531
86.411,59.327,24.773,2.196,88.449,66.199,53.425,15.246,63.647,46.257,611.604,798.766,0.9918335443037978
7.745,0.0,0.0,0.0,0.0,10.888,0.38,0.0,4.032,0.0,26.883,0.0,0.054385443037974684
9.513,0.0,0.0,0.0,0.0,11.555,0.401,0.0,16.009,0.0,22.038,14.3299,2.3669955696202534
0.0,0.0,0.0,0.0,0.0,13.412,0.352,0.0,12.495,0.0,22.031,19.4558,1.6791272151898742
0.0,0.0,0.0,0.0,0.0,12.533,0.341,0.0,8.885,0.0,20.951,4.8144,0.8659740506329114
0.0,0.0,0.0,0.0,0.0,12.475,0.359,0.0,6.922,0.0,28.701,0.0,2.7215411392405047
0.0,0.0,0.0,0.0,0.0,26.813,0.357,0.0,8.065,0.0,24.943,17.5867,4.6128715189873395
0.0,6.48,0.0,0.0,0.0,25.0,0.36,0.0,6.0,0.0,28.0,25.9411,4.048931012658228
0.0,4.929,0.0,0.0,0.0,164.887,0.432,0.0,4.679,0.0,137.744,7.95792,2.6314791139240516
0.0,4.707,0.0,0.0,0.0,92.608,0.36,0.0,3.812,0.0,174.173,10.7616,1.3503056962025308
0.0,4.598,0.0,0.0,0.0,24.756,0.357,0.0,3.797,0.0,64.809,5.74896,0.0
0.0,4.235,0.0,0.0,0.0,26.468,0.317,0.0,4.39,0.0,50.43,65.4192,0.18106392405063296
0.0,4.008,0.0,0.0,0.0,20.28,0.299,0.0,3.195,0.0,49.539,39.6763,0.6328753164556961
0.0,3.875,0.0,0.0,0.0,17.847,0.283,0.0,2.76,0.0,40.843,90.3974,0.354553164556962
0.0,1.28,0.0,0.0,0.0,16.0,0.28,0.0,3.0,0.0,34.12,22.5427,1.2375708860759493
0.0,1.121,0.0,0.0,0.0,15.816,0.302,0.0,2.518,0.0,30.818,0.0,2.349506329113924
0.0,1.077,0.0,0.0,0.0,111.43,0.32,0.0,1.852,0.0,30.702,22.8542,0.4799867088607595
0.0,1.156,0.0,0.0,0.0,136.991,0.345,0.0,1.425,0.0,195.72,6.31536,0.19852468354430378
0.0,1.024,0.0,0.0,0.0,29.006,0.337,0.0,1.173,0.0,93.803,87.6504,0.0
0.0,1.0,0.0,0.0,0.0,24.534,0.333,0.0,1.156,0.0,61.469,9.912,0.0
0.0,0.975,0.0,0.0,0.0,20.277,0.321,0.0,0.686,0.0,60.213,150.492,0.15233037974683544
0.0,0.98,0.0,0.0,0.0,15.0,0.32,0.0,0.51,0.0,53.93,76.8038,0.21258987341772156
0.0,0.969,0.0,0.0,0.0,19.059,0.356,0.0,0.338,0.0,31.874,51.2875,0.0
0.0,0.0,0.0,0.0,0.0,19.88,0.323,0.0,0.3,0.0,31.749,0.0,0.40116835443037985
0.0,0.0,0.0,0.0,0.0,19.525,0.302,0.0,0.22,0.0,35.036,19.0027,0.00179746835443038
0.0,0.0,0.0,0.0,0.0,30.237,0.299,0.0,0.158,0.0,36.195,14.2166,1.395055696202532
0.0,0.0,0.0,0.0,0.0,18.714,0.297,0.0,0.186,0.0,45.945,43.4146,0.6660259493670887
0.0,0.0,0.0,0.0,0.0,18.37,0.322,0.0,0.086,0.0,36.294,0.0,3.3675082278481008
0.0,0.0,0.0,0.0,0.0,20.0,0.32,0.0,0.086,0.0,32.0,0.0,4.492239240506329
0.0,0.0,0.0,0.0,0.0,15.988,0.392,0.0,24.739,65.088,38.232,0.0,2.662980379746835
0.0,0.0,0.0,0.0,0.0,16.297,0.367,0.0,10.707,12.016,34.728,62.0208,1.5213094936708864
1.058,0.0,0.0,8.516,0.0,16.192,0.35,0.0,29.009,17.894,34.415,9.26064,7.65229113924051
3.848,0.0,0.0,8.099,0.0,21.099,0.398,0.0,21.729,13.97,54.023,202.743,17.272450000000003
4.141,0.0,0.0,8.815,0.0,23.548,0.43,6.492,59.348,9.789,76.48,195.436,13.3479164556962
7.187,0.0,22.464,6.242,0.0,73.963,0.464,5.741,72.201,10.097,91.939,174.763,9.760064556962025
8.0,0.0,60.0,9.0,0.0,70.0,25.0,3.0,64.0,60.0,167.0,216.535,5.849172784810126
8.117,0.0,26.766,8.09,0.0,24.206,32.689,32.429,42.094,48.877,155.399,329.503,9.257134177215187
14.592,0.0,18.882,3.925,0.0,49.68,47.816,20.411,88.415,83.796,153.965,505.314,11.093494303797474
15.48,0.0,33.43,7.997,0.0,57.015,13.738,25.344,137.625,30.698,180.558,512.507,26.752121518987355
18.737,0.0,52.135,4.415,0.0,45.822,50.584,102.875,377.486,34.61,206.367,958.547,11.234855696202528
13.842,0.0,21.188,11.596,0.0,37.602,52.263,18.374,195.081,54.791,251.675,973.953,9.931006962025316
11.317,0.0,27.463,4.138,0.0,42.543,58.376,16.395,98.423,41.144,251.261,694.01,6.596284177215188
11.0,0.0,20.0,3.0,0.0,50.0,50.0,18.0,860.0,70.0,221.4,811.906,14.726163291139244
8.97,0.0,55.436,7.539,0.0,153.93,395.897,137.529,292.245,160.701,318.449,2067.7,31.189983544303807
354.818,122.057,373.0,4.19,0.0,346.735,168.913,37.718,200.821,108.785,2902.979,2295.11,55.29125189873419
2106.938,1151.654,450.0,2.598,0.0,258.65,86.777,14.938,83.706,51.831,6124.008,3405.99,17.990339240506323
2910.749,561.043,350.0,9.96,0.0,211.123,145.865,233.15,72.917,60.042,7571.728,6182.96,28.17193924050633
3039.173,198.034,180.67,38.233,0.0,269.964,73.863,47.019,851.359,57.972,6063.128,8255.05,3.0240398734177214
1065.75,146.588,77.003,8.83,0.0,128.868,151.526,18.23,296.274,53.608,4458.816,6601.31,9.544447468354436
450.0,114.0,40.0,7.5,0.0,73.0,152.0,37.0,450.0,75.0,2437.0,4983.05,13.290920253164558
394.388,114.628,290.0,2.135,0.0,105.317,109.307,59.753,1099.748,305.624,2781.951,3446.8,28.370899367088615
354.105,719.488,400.0,4.165,0.0,220.851,649.499,463.608,615.939,252.143,3183.802,4703.67,47.91295316455697
1245.151,1079.423,1000.0,34.388,0.0,231.975,153.259,139.295,394.072,401.814,16117.483,9952.58,48.0240905063291
2028.168,708.381,410.0,9.012,0.0,153.81,151.812,67.264,235.51,147.079,9745.587,15373.6,4.478294303797467
1024.3,303.524,175.0,4.0,0.0,58.497,77.536,35.081,153.96,71.355,6212.238,11013.4,3.067726582278481
